¬ Text file converted with loc_parser
{SMT_CULTURE_ROMAN}				Romains
{SMT_STATE_ICON_CONSTRUCTION}					Construction
{SMT_STATE_ICON_RECRUITMENT}					Recrutement
{SMT_STATE_ICON_DIPLOMATIC_OUTGOINGS}				Frais diplomatiques
{SMT_STATE_ICON_CORRUPTION}					Corruption
{SMT_TECH_TREE_THREAD_ALREADY_BUILT}				Cette construction vient de s’achever
{SMT_TECH_TREE_THREAD_AVAILABLE_TO_BUILD}			Il est possible de construire ceci
{SMT_TECH_TREE_THREAD_NOT_AVAILABLE_TO_BUILD}			Vous ne pouvez pas encore construire ceci
{SMT_ESPIONAGE_IN_CARTHAGE_TITLE}				Espionnage à Carthage
{SMT_A_NEW_RELIGION_TITLE}					Une nouvelle religion
{SMT_ERUPTION_AT_ETNA_TITLE}					Eruption de l’Etna
{SMT_PLAGUE_IN_MACEDONIA_TITLE}				Peste en Macédoine
{SMT_STOIC_PHILOSOPHY_TITLE}					La philosophie stoïcienne
{SMT_HAND_PUMP_INVENTED_TITLE}					Invention de la pompe à main
{SMT_LIBRARIAN_AT_ALEXANDRIA_TITLE}				Le bibliothécaire d’Alexandrie
{SMT_GREAT_LIBRARY_COMPLETED_TITLE}				La grande bibliothèque a été achevée
{SMT_THROUGH_A_GLASS_CLEARLY_TITLE}				Le reflet de l’âme
{SMT_ARCHIMEDES_SCREW_TITLE}					La vis d’Archimède
{SMT_GREEK_LOGIC_TITLE}						La logique grecque
{SMT_STAR_CATALOGUE_TITLE}					Un catalogue d’étoiles
{SMT_PLAGUE_IN_ALEXANDRIA_TITLE}				Peste à Alexandrie
{SMT_RITES_OF_BACCHUS_BANNED_TITLE}				Interdiction des bacchanales
{SMT_EARTHQUAKE_IN_PONTUS_TITLE}				Séisme au Pont
{SMT_CONCRETE_INVENTED_TITLE}					Invention du béton
{SMT_ERUPTION_AT_VESUVIUS_TITLE}				Eruption du Vésuve
{SMT_PHILOSOPHY_IS_FOPPISH_TITLE}				La philo, c’est pour les chochottes !
{SMT_ASTRONOMY_ADVANCES_TITLE}				Des progrès astronomiques
{SMT_LEX_AEBUTIA_TITLE}						La lex aebutia
{SMT_ROMAN_STOICISM_TITLE}					Le stoïcisme romain
{SMT_LEX_PAPIRA_TITLE}						La lex papira
{SMT_PLAGUE_IN_ITALY_TITLE}					Peste en Italie
{SMT_VESTAL_VIRGIN_STRUCK_DOWN_TITLE}				Mort d’une vestale
{SMT_A_NEW_MAN__GAIUS_MARIUS_TITLE}				Gaius Marius : l’outsider
{SMT_DE_RERUM_NATURA_TITLE}					De rerum natura
{SMT_PLAGUE_IN_ASIA_MINOR_TITLE}				Peste en Asie mineure
{SMT_LEX_POMPEIA_TITLE}						La lex pompeia
{SMT_DE_MATERIA_MEDICA_TITLE}					De materia medica
{SMT_JULIAN_CALENDAR_TITLE}					Le calendrier julien
{SMT_EARTHQUAKE_IN_IBERIA_TITLE}				Séisme en Ibérie
{SMT_THE_AENEID_TITLE}						L’Enéide
{SMT_LEX_ADULTERIIS_COERCENDIS_TITLE}				La lex adulteriis coercendis
{SMT_TROUBLE_IN_JUDEA_TITLE}					Troubles en Judée
{SMT_LEX_FUFIA_CANINIA_TITLE}					La lex fufia caninia
{SMT_ESPIONAGE_IN_CARTHAGE_BODY}				Les Romains nient avoir envoyé des espions à Carthage dans le but de voler le secret de la teinture pourpre si convoitée. Ils font remarquer que si espionnage il y a, c’est à cause du refus des Carthaginois de partager leurs découvertes avec le reste du monde. Les Carthaginois ont appréhendé deux misérables qui n’ont eu besoin que d’une très légère torture pour avouer leurs crimes. Les deux hommes ont été crucifiés.
{SMT_A_NEW_RELIGION_BODY}					Ashoka, roi des Mauryas, a envoyé un émissaire en terre hellénique, proclamant que Son Altesse Sérénissime a accédé à l'illumination grâce aux préceptes d’un certain Bouddha. Ce missionnaire entend répandre la bonne parole parmi ceux qui vivent dans l’ignorance. Mais bien des Grecs froncent les sourcils en se demandant ce qu'il veut dire...
{SMT_ERUPTION_AT_ETNA_BODY}					Le dieu Vulcain a détruit la ville grecque de Naxos en provoquant l’éruption du mont Etna ! La lave en fusion a fait des milliers de victimes.
{SMT_PLAGUE_IN_MACEDONIA_BODY}				Une terrible peste s’est répandue à travers toute la Macédoine, et menace de s’étendre en Grèce. Il ne fait aucun doute que ce fléau provient des Celtes et autres barbares.
{SMT_STOIC_PHILOSOPHY_BODY}					Ariston de Chios vient d’ouvrir son école de philosophie stoïcienne. Ce courant de pensée doit son nom au porche de l’agora d’Athènes (stoa poikilê). C’est à cet endroit que les Stoïciens se sont rencontrés pour la première fois pour élaborer leurs théories : selon eux, les émotions telles que la jalousie ou la passion proviennent d’erreurs de jugement. Une personne ayant atteint la perfection morale et intellectuelle est détachée de ces sentiments.
{SMT_HAND_PUMP_INVENTED_BODY}					Archimède a inventé la première pompe à eau. Cet appareil permet d’élever l’eau sans difficulté pour l’acheminer rapidement à l'endroit souhaité.
{SMT_LIBRARIAN_AT_ALEXANDRIA_BODY}				Eratosthène est devenu bibliothécaire en chef d’Alexandrie. C’est un géographe et un homme de lettres assez talentueux. Parmi ses autres découvertes, Eratosthène calculera également avec une grande précision la circonférence de la terre, et sera le premier à proposer un système de positionnement géographique à l’aide d’une latitude et d’une longitude.
{SMT_GREAT_LIBRARY_COMPLETED_BODY}				La grande bibliothèque d’Alexandrie, qui renfermera un jour plus de 800 000 volumes, vient d’être terminée. C’est là indubitablement la plus grande concentration de savoir au monde ; en ce lieu, les oeuvres de Platon, Homère, Socrate et Aristote côtoient celles des plus grands érudits babyloniens, judéens et égyptiens.
{SMT_THROUGH_A_GLASS_CLEARLY_BODY}				Si les Egyptiens produisent du verre teinté depuis bien des années, les Carthaginois ont quant à eux réussi à produire du verre transparent ! Ces nouveaux gobelets limpides sont très en vogue auprès des personnes de goûts du monde entier.
{SMT_ARCHIMEDES_SCREW_BODY}					Archimède a inventé une pompe fort ingénieuse qui élève l’eau au moyen d’une vis sans fin enfermée dans un tuyau. Cet appareil facilite considérablement le drainage des mines et l’irrigation.
{SMT_GREEK_LOGIC_BODY}						Les théories conjointes de Platon et d’Aristote ont donné naissance à une nouvelle école de pensée appelée : logique. Cette philosophie a pour objet le raisonnement argumentatif. La logique est un outil de pensée rationnelle qui permet aux philosophes de débattre et de mettre leurs idées à l'épreuve avec une rigueur inégalée.
{SMT_STAR_CATALOGUE_BODY}					Eratosthène vient de parachever son catalogue des 675 corps célestes. Au moyen d’un habile procédé de mesure des ombres, il est également parvenu à calculer la taille de la terre – très précisément, qui plus est.
{SMT_PLAGUE_IN_ALEXANDRIA_BODY}				La malédiction de Set a frappé Alexandrie, et les morts sont légion. Les Egyptiens se retournent vers les anciens dieux dans l’espoir qu’Isis les protègera de la peste – ce dont les dieux grecs importés par la dynastie ptolémaïque ont manifestement été incapables !
{SMT_RITES_OF_BACCHUS_BANNED_BODY}				Le sénat de Rome a décidé que les libations orgiaques en l’honneur de Bacchus ont dépassé les limites. Choqués devant tant de débauche et de dépravation, les patriciens ont pris des mesures. Les bacchanales sont dorénavant passibles d’exil et de perte de la citoyenneté romaine.
{SMT_EARTHQUAKE_IN_PONTUS_BODY}				Le Pont vient de subir de graves tremblements de terre qui ont fait de nombreuses victimes. Sans doute était-ce là Poséidon qui manifestait son mécontentement.
{SMT_CONCRETE_INVENTED_BODY}					Le porticus aemilia, un marché près du Tibre, est le premier bâtiment en béton. Cette sorte de pierre liquide est un mélange de gravats, de mortier, de cendre volcanique et d’eau que l’on verse dans un moule de bois. Certains membres du sénat affirment que ce nouveau matériau n'est pas aussi sûr que le marbre, et cherchent à le faire interdire. Sur certains points, la composition du béton romain est pourtant supérieure à celle utilisée plus de 2000 ans après.
{SMT_ERUPTION_AT_VESUVIUS_BODY}				La ville d’Herculanum vient d’être engloutie sous les cendres du Vésuve ; parallèlement, un raz-de-marée gigantesque a fait d’importants dégâts à Messine. C’est sans doute là un signe de la contrariété de Neptune et Vulcain.
{SMT_PHILOSOPHY_IS_FOPPISH_BODY}				A la suite du vote de la lex fannia, les philosophes grecs sont expulsés de Rome. Enfin, la philosophaillerie de ces sales Grecs efféminés peut laisser place aux préoccupations plus viriles et pragmatiques des vrais Romains.
{SMT_ASTRONOMY_ADVANCES_BODY}				Hipparque de Nicée a calculé la durée d’une année solaire, recensé 1080 étoiles et découvert la précession des équinoxes. Ces découvertes sont dues en partie à sa fabuleuse invention, l'astrolabe, qui est également utilisé en navigation.
{SMT_LEX_AEBUTIA_BODY}						Ce code organise la pratique de la loi en un système cohérent et formel. Jusqu’alors, la loi romaine était surtout pratiquée au cas par cas.
{SMT_ROMAN_STOICISM_BODY}					La visite à Rome du grand Stoïcien grec Panétius a impressionné les hautes sphères romaines. Ses idées sont reprises, en grande partie parce que l’on considère que le stoïcisme est en adéquation avec le mode de vie naturel et correct des Romains.
{SMT_LEX_PAPIRA_BODY}						Cette nouvelle loi, destinée à lutter contre la corruption et la fraude, impose un scrutin secret lors du vote de propositions de loi afin de prévenir toute accusation de trucage des votes.
{SMT_PLAGUE_IN_ITALY_BODY}					A travers toute l’Italie, une nouvelle épidémie introduite par ces misérables barbares fait des milliers de victimes. Par décret du sénat romain, toutes les villes seront fermées pendant 40 jours, des brasiers seront entretenus en permanence pour purifier l’air et les temples pratiqueront des sacrifices quotidiens.
{SMT_VESTAL_VIRGIN_STRUCK_DOWN_BODY}				A Rome, la plèbe – le bas peuple – vit dans une crainte superstitieuse depuis qu’un éclair a abattu la jeune fille d’un cavalier. Un examen judiciaire a établi que trois des Vestales n’étaient pas chastes ; ces dernières ont par conséquent été condamnées à mort. Les Sibylles ont également recommandé d'enterrer vivants des couples grecs et gaulois afin d'apaiser les dieux. Cette méthode semble jusqu’ici avoir porté ses fruits.
{SMT_A_NEW_MAN__GAIUS_MARIUS_BODY}				Gaius Marius vient de soumettre un corpus de lois permettant au prolétariat d'intégrer l’armée romaine qu’il a reconstituée. Contre de nombreuses années de service militaire, chaque soldat recevra des terres en guise de solde. Cette réforme est soumise à l’assemblée du peuple, sans l’approbation du sénat. Il est certain qu’une orientation aussi populaire – et populiste – finira par se retourner contre Marius !\n\nLes types d’unités qu'il est désormais possible de recruter reflètent la structure de cette nouvelle armée de métier. Consulter le tableau de recrutement pour plus d’informations.
{SMT_DE_RERUM_NATURA_BODY}					Jusqu’à présent, Titus Lucretius Carus ou Lucrèce était connu comme poète et philosophe ; pourtant, dans son livre De rerum natura (De la nature des choses), il s'impose également comme un maître de l'école épicurienne. Il affirme par ailleurs que la matière est composée de minuscules particules appelées "atomes".
{SMT_PLAGUE_IN_ASIA_MINOR_BODY}				La peste a envahi les bourgs et les villes d’Asie mineure, faisant de nombreuses victimes. Dès à présent, les citoyens prudents des villes grecques, italiennes et égyptiennes ferment leurs portes et leurs ports à quiconque provient de cette région.
{SMT_LEX_POMPEIA_BODY}						Cette nouvelle loi accorde à certains étrangers des droits, notamment celui de se marier ou de commercer avec des citoyens romains. Ils peuvent même avoir la chance d’obtenir la citoyenneté romaine !
{SMT_DE_MATERIA_MEDICA_BODY}					Dioscoride de Cilicie a publié son chef-d’oeuvre recensant toutes les plantes auxquelles il connaît des propriétés médicinales. Il a également répertorié toutes les plantes empoisonnées et leurs antidotes, ce qui fait de ce volume la plus importante oeuvre médicale de l'époque.
{SMT_JULIAN_CALENDAR_BODY}					Après une longue mise à l'étude, un nouveau calendrier a été adopté sur le territoire romain. L’ancien calendrier, en effet, ne coïncidait plus du tout avec les saisons. Ce nouveau calendrier fait débuter l’année à un moment opportun et reste en harmonie avec les années lunaires solaires en ajoutant un jour supplémentaires tous les quatre ans.
{SMT_EARTHQUAKE_IN_IBERIA_BODY}				La cité ibère de Sagonte vient d’être frappée par un énorme tremblement de terre. Sans doute les habitants avaient-ils courroucé Neptune : les victimes sont nombreuses et le temple s’est effondré.
{SMT_THE_AENEID_BODY}						Virgile vient d'achever son épopée qui conte l’histoire romaine à la manière d’Homère. Les Romains apprécient beaucoup le génie de cette oeuvre à la métrique sans faille.
{SMT_LEX_ADULTERIIS_COERCENDIS_BODY}				Le sénat romain vient de promulguer une nouvelle loi qui fait de l'adultère un crime. Les amants adultères s’exposent désormais à la peine de mort, ou dans certains cas à être bannis de Rome.
{SMT_TROUBLE_IN_JUDEA_BODY}					Le souverain du royaume client de Judée semble être tombé sur la tête : il a ordonné le massacre de tous les nouveaux-nés sur ses terres. Cet ordre choquant a été promulgué après la visite de trois philosophes zoroastriens qui lui ont causé bien des nuits blanches.
{SMT_LEX_FUFIA_CANINIA_BODY}					Le sénat romain a voté une loi visant à régler le problème des esclaves libérés par testament de leur maître défunt. La manumission de groupe est dorénavant interdite : un maître ne peut plus libérer qu’une petite partie de ses esclaves dans son testament.
{SMT_THE_SENATE}						Le sénat
{SMT_SENATE_POLICY}						Politique du sénat
{SMT_SENATE_FLOOR}						Réputation au sénat
{SMT_SENATE_NO_MISSIONS}					Le sénat ne vous a pas confié de mission pour l’instant
{SMT_SENATE_THE_SENATE}					Sénat
{SMT_SENATE_THE_PEOPLE}					Peuple
{SMT_SENATE_STANDING}						Réputation actuelle
{SMT_SENATE_POLICY_AT_WAR_STANCE_AT_WAR}			Le sénat constate avec satisfaction que votre politique concernant ce peuple est en adéquation avec la sienne. Ces ennemis de Rome doivent être écrasés sous les bottes cerclées de fer des légions. 
{SMT_SENATE_POLICY_HARASS_STANCE_AT_WAR}			Après mûre délibération, le sénat a décidé que ce peuple doit être traité avec une certaine hostilité. Il n’est certes pas nécessaire de lui déclarer la guerre, mais le sénat n’a aucunement l’intention de lui témoigner une quelconque justice ou équité. 
{SMT_SENATE_POLICY_NEUTRAL_STANCE_AT_WAR}			Après mûre délibération, le sénat a estimé que votre attitude belliqueuse vis-à-vis de ce peuple va à l’encontre des intérêts de la République. La meilleure relation diplomatique entre les vrais Romains et ce peuple est, non l’amitié franche, mais une paix officielle. 
{SMT_SENATE_POLICY_FRIENDLY_STANCE_AT_WAR}			Le sénat déclare que votre guerre contre ce peuple va à l’encontre des intérêts de Rome. Il serait souhaitable que cette guerre cesse sur-le-champ au profit d'un rapprochement.
{SMT_SENATE_POLICY_ASSIST_STANCE_AT_WAR}			Le sénat a décidé que l’on n’est pas sur terre pour tuer de pauvres gens. Les sénateurs, mécontents, déclarent que votre guerre contre ce peuple est radicalement opposée aux intérêts de Rome. Ils exigent un rapprochement immédiat. 
{SMT_SENATE_POLICY_AT_WAR_STANCE_NEUTRAL}			Le sénat et le peuple de Rome estiment de concert que cette faction est un pernicieux ennemi de Rome. Leur simple existence est un affront à la dignité romaine ; la guerre est donc la seule issue souhaitable. 
{SMT_SENATE_POLICY_HARASS_STANCE_NEUTRAL}			Après mûre délibération, le sénat a décidé que ce peuple ne faisait pas partie des amis de Rome. Il est souhaitable de saisir la moindre occasion pour lui disputer les terres, la liberté et l’indépendance qu’il revendique. 
{SMT_SENATE_POLICY_NEUTRAL_STANCE_NEUTRAL}			Après délibération, le sénat a estimé que le sort de ce peuple lui importait peu. La neutralité que vous observez actuellement semble à peu près appropriée au vu des circonstances, mais il en serait autrement qu’aucun sénateur ne lèverait le petit doigt. 
{SMT_SENATE_POLICY_FRIENDLY_STANCE_NEUTRAL}			Les sénateurs approuvent votre attitude pacifique à l’égard de ce peuple. Ils souhaitent cependant insister sur le fait que, dans l’intérêt du sénat et du peuple de Rome, il serait souhaitable d’entamer des relations diplomatiques amicales. 
{SMT_SENATE_POLICY_ASSIST_STANCE_NEUTRAL}			Le sénat et le peuple de Rome estiment qu’il serait dans l’intérêt de la République d’améliorer vos relations avec ce peuple. Si votre attitude à l’égard de ce dernier est déjà tout à fait louable, il n’est aucune relation qui ne puisse être améliorée. 
{SMT_SENATE_POLICY_AT_WAR_STANCE_ALLIED}			Le sénat est fermement convaincu que ce peuple est l’ennemi de Rome, et doit donc être traité avec l’épée et non le rameau d'olivier. Quiconque pactise avec lui met en danger la République ainsi que sa réputation auprès du sénat. Ce peuple ne mérite pas d'être traité pacifiquement. 
{SMT_SENATE_POLICY_HARASS_STANCE_ALLIED}			Le sénat et le peuple de Rome sont convaincus que ce peuple doit être traité avec mépris et non en égal. Il est nécessaire de s’opposer vigoureusement à ses ineptes revendications d’intégrité territoriale, d’indépendance et de vie hors de la tutelle de Rome. Le mot d’ordre ne doit pas être "diplomatie", mais "exigences".
{SMT_SENATE_POLICY_NEUTRAL_STANCE_ALLIED}			Le sénat a décidé qu’à la lumière des nombreuses obligations de la République, des relations diplomatiques poussées avec ce peuple ne vont pas forcément dans le sens de Rome. Il est fort louable de conclure des alliances, mais elles ne sont pas toujours souhaitables. 
{SMT_SENATE_POLICY_FRIENDLY_STANCE_ALLIED}			Le sénat a constaté vos relations amicales avec ce peuple et vous enjoint de continuer dans ce sens en vous assurant que le maintien de la paix sert les intérêts de Rome. 
{SMT_SENATE_POLICY_ASSIST_STANCE_ALLIED}			Le sénat et le peuple de Rome constatent avec satisfaction que votre alliance est en adéquation avec leur politique. Ce peuple est un allié qui mérite d’être soutenu. 
{SMT_SENATE_STANDING_RANKING_0}				Aucun sénateur ne vous apprécie. Si l’on vous accusait d’un quelconque crime ou acte de trahison, nul n'en douterait. Bien au contraire, ils vous soupçonneraient d’avoir fait quelque chose de pire encore et de l’avoir dissimulé. 
{SMT_SENATE_STANDING_RANKING_1}				Les membres du sénat refusent de vous saluer dans la rue. Les femmes des sénateurs font comme si vous n’existiez pas. Les esclaves des sénateurs changent de trottoir ne pas vous approcher. Vous n'êtes apprécié de personne et détesté de tous. 
{SMT_SENATE_STANDING_RANKING_2}				De nombreux sénateurs font l’éloge de vos ancêtres en public et affirment leur désir de vous avoir à leurs côtés aussi tôt que possible. 
{SMT_SENATE_STANDING_RANKING_3}				Votre popularité est telle que les sénateurs sont mal à l’aise d’être vus en public avec vous. Ce qui ne veut pas dire qu’ils n’apprécient pas votre vin et votre compagnie en privé... 
{SMT_SENATE_STANDING_RANKING_4}				Lorsque l’on parle de vous au sénat, c’est uniquement au vu de vos accomplissements. Que vous soyez populaire ou non, cela n’influence aucunement les nobles sénateurs. 
{SMT_SENATE_STANDING_RANKING_5}				Si une faible majorité des sénateurs reconnaît votre grandeur, une bonne partie vous est indifférente. Heureusement, vous ne causez plus que rarement une franche hostilité dans leurs rangs. 
{SMT_SENATE_STANDING_RANKING_6}				La plupart des sénateurs ont une bonne opinion de vos actions, mais certains se demandent haut et fort si vos actes ne sont pas motivés par la recherche de la gloire personnelle plutôt que de celle de Rome. 
{SMT_SENATE_STANDING_RANKING_7}				Vous êtes maintenant l’un des soucis principaux des rares sénateurs mal dans leur peau et, il faut bien le dire, un peu dérangés qui se sentent menacés par la popularité d’autrui. Ceux-ci jalousent votre charme et vos exploits. 
{SMT_SENATE_STANDING_RANKING_8}				Le sénat a une grande estime à votre égard. Question à l’ordre du jour : faut-il vous déclarer père de la République ou seulement vous donner les clés des quartiers des Vestales ? 
{SMT_SENATE_STANDING_RANKING_9}				Aux yeux du sénat, vous êtes Romulus réincarné, grand sauveur de la République et principal défenseur de Rome. Votre nom est synonyme de vertu, dignité et autres valeurs romaines. 
{SMT_SENATE_POPULAR_SUPPORT_0}				Vous êtes si peu populaire que les plébéiens ne prennent même pas la peine de vous lancer des ordures et des insultes. Par comparaison, une tête de poisson pourri est aimée et respectée. 
{SMT_SENATE_POPULAR_SUPPORT_1}				La plèbe vous déteste. Et pas seulement vous : elle déteste aussi vos amis. Ainsi que les amis de vos amis. Et leurs animaux domestiques, leurs esclaves et leurs serviteurs. Eh oui, c’est à ce point-là. 
{SMT_SENATE_POPULAR_SUPPORT_2}				Vous n’avez pas franchement la cote avec les basses castes. Lorsqu’un plébéien vous interpelle, il utilise souvent un mot qui rime en "on". 
{SMT_SENATE_POPULAR_SUPPORT_3}				Votre popularité auprès des plébéiens n’est pas reluisante, mais au moins ils ne vous lancent pas de pierres ni d’insultes. En général, ils ne vous reconnaissent pas. 
{SMT_SENATE_POPULAR_SUPPORT_4}				Les gens ne vous appellent pas l’idole des plébéiens, mais il y a plus mal loti que vous. Vous êtes assez célèbre pour qu’on vous reconnaisse, mais pas assez pour qu’on vous aime. 
{SMT_SENATE_POPULAR_SUPPORT_5}				Votre réputation auprès de la plèbe est plutôt satisfaisante. On vous considère comme un vrai Romain, sans pour autant vous encenser. 
{SMT_SENATE_POPULAR_SUPPORT_6}				Vous jouissez d’une solide popularité auprès des petites gens qui voient en vous un homme intègre et, plus important, un vrai Romain. 
{SMT_SENATE_POPULAR_SUPPORT_7}				Vous êtes bien vu par la plèbe, très bien même. Vous faites figure de rempart contre la dictature du sénat. Vous êtes le champion de Rome. 
{SMT_SENATE_POPULAR_SUPPORT_8}				Vous êtes idolâtré par le petit peuple, qui vous accueille en héros dès que vous pénétrez dans la ville. Avec tous les verres que les gens proposent de vous offrir, on pourrait faire flotter une trirème.
{SMT_SENATE_POPULAR_SUPPORT_9}				Aux yeux de la plèbe, vous êtes Romulus réincarné ! Même vos rares ennemis ne peuvent que louer publiquement votre indiscutable perfection, par peur de s’aliéner la populace. 
{SMT_TURNS_UNTIL_SURRENDER}					Assiégé. Tours restants avant la reddition :
{SMT_NO_ASSASSINATION_TARGETS}				Aucune cible d’assassinat valide
{SMT_NO_SABOTAGE_TARGETS}					Aucun bâtiment à saboter
{SMT_MISSION_TARGET}						Sélectionner la cible de la mission
{SMT_SIEGE_DURATION_WHILST_UNDER_SIEGE}			Cette communauté devrait pouvoir tenir encore %d tour(s)
{SMT_SIEGE_DURATION_WHILST_NOT_UNDER_SIEGE}			En cas de siège, cette communauté peut tenir %d tour(s)
{SMT_GARRISON_BREAKDOWN}					Infos sur garnison
{SMT_NAVY_BREAKDOWN}						Infos sur armée
{SMT_INFANTRY}							Infanterie
{SMT_CAVALRY}							Cavalerie
{SMT_ARTILLERY}							Artillerie
{SMT_SHIPS}							Navires
{SMT_ARMY_FULL}						Cette armée ne peut plus accueillir d’unité
{SMT_NAVY_FULL}						Cette flottille ne peut plus accueillir d’unité
{SMT_NO_GARRISON_COMMANDER}					Il n'y pas de commandant de garnison
{SMT_SAILORS}							Marins
{SMT_ENTERTAINMENT_TRANSACTIONS}				Distractions
{SMT_CAPABILITY_POPULATION_GROWTH_BONUS}		Modificateur de croissance démographique
{SMT_CAPABILITY_POPULATION_LOYALTY_BONUS}		Modificateur de la loyauté du peuple
{SMT_CAPABILITY_POPULATION_HEALTH_BONUS}		Modificateur de la santé du peuple
{SMT_CAPABILITY_TRADE_BASE_INCOME_BONUS}		Modificateur du revenu commercial
{SMT_CAPABILITY_TRADE_LEVEL_BONUS}			Modificateur du niveau commercial
{SMT_CAPABILITY_TRADE_FLEET}				Flotte marchande
{SMT_CAPABILITY_TAXABLE_INCOME_BONUS}		Modificateur du revenu imposable
{SMT_CAPABILITY_MINE_RESOURCE}			Activité minière
{SMT_CAPABILITY_FARMING_LEVEL}			Agriculture
{SMT_CAPABILITY_ROAD_LEVEL}				Routes
{SMT_CAPABILITY_GATE_STRENGTH}			Résistance des portes
{SMT_CAPABILITY_GATE_DEFENSES}			Défenses des portes
{SMT_CAPABILITY_TOWER_LEVEL}				Défenses des tours
{SMT_CAPABILITY_ARMOUR}					Armure
{SMT_CAPABILITY_STAGE_GAMES}				Organiser des jeux
{SMT_CAPABILITY_STAGE_RACES}				Organiser des courses
{SMT_CAPABILITY_POPULATION_FIRE_RISK_BONUS}	Modificateur du risque d’incendie
{SMT_CAPABILITY_WEAPON_SIMPLE}			Armes simples
{SMT_CAPABILITY_WEAPON_MISSILE}			Armes de jet
{SMT_CAPABILITY_WEAPON_BLADED}			Armes à lame
{SMT_CAPABILITY_WEAPON_SIEGE}				Armes de siège
{SMT_CAPABILITY_WEAPON_OTHER}				Armes spéciales
{SMT_CAPABILITY_BODYGUARD}				Garde du corps			
{SMT_CAPABILITY_RECRUITS_MORALE_BONUS}		Modificateur du moral des recrues
{SMT_CAPABILITY_RECRUITS_EXPERIENCE_BONUS}	Modificateur de l’expérience des recrues
{SMT_CAPABILITY_HAPPINESS_BONUS}			Modificateur de satisfaction
{SMT_CAPABILITY_LAW_BONUS}				Modificateur de loi
{SMT_CAPABILITY_CONSTRUCTION_COST_BONUS_MILITARY}	Réduction du coût des constructions militaires
{SMT_CAPABILITY_CONSTRUCTION_COST_BONUS_RELIGIOUS}	Réduction du coût des constructions religieuses
{SMT_CAPABILITY_CONSTRUCTION_COST_BONUS_DEFENSIVE}	Réduction du coût des constructions défensives
{SMT_CAPABILITY_CONSTRUCTION_COST_BONUS_OTHER}		Réduction du coût des constructions civiles
{SMT_CAPABILITY_CONSTRUCTION_TIME_BONUS_MILITARY}	Réduction du temps de construction des bâtiments militaires
{SMT_CAPABILITY_CONSTRUCTION_TIME_BONUS_RELIGIOUS}	Réduction du temps de construction des bâtiments religieux
{SMT_CAPABILITY_CONSTRUCTION_TIME_BONUS_DEFENSIVE}	Réduction du temps de construction des bâtiments défensifs
{SMT_CAPABILITY_CONSTRUCTION_TIME_BONUS_OTHER}		Réduction du temps de construction des bâtiments civils
{SMT_CAPS_LOC_TRAINS_EXPERIENCE}				Expérience
{SMT_CAPS_LOC_TRAINS}						Forme
{SMT_CAPS_LOC_TRAINS_BONUS}					Bonus de formation
{SMT_CAPS_LOC_RECRUITS_LEVEL}				Niveau
{SMT_CAPS_LOC_RECRUITS}						Recrue
{SMT_CAPS_LOC_RECRUITS_BONUS}					Bonus de recrutement
{SMT_CAPS_LOC_PROVIDES}						Fournit 
{SMT_CAPS_LOC_PROVIDES_BONUS}					Fournit un bonus
{SMT_CAPS_LOC_REQUIRES}						Nécessite
{SMT_CAPS_LOC_CONDITION_NOT}						pas
{SMT_CAPS_LOC_CONDITION_AND}						et
{SMT_CAPS_LOC_CONDITION_OR}							ou
{SMT_CAPS_LOC_CONDITION_BUILDING_PRESENT_MIN_LEVEL}	ou supérieur
{SMT_CAPS_LOC_CONDITION_CAPABILITY_VALUE}			ou supérieur

¬****************************************************************************************
¬****************************************************************************************
¬*
¬*			THIS FILE GONE FOR LOCALISATION!!!
¬*		ALL CHANGES & ADDITIONS MADE POST THE DATE SPECIFIED 
¬*			BELOW MUST GO UNDERNEATH THIS DIVIDER!!!
¬*
¬***** Changes made after 30/03/2004 17:30:00
¬*
¬****************************************************************************************
¬****************************************************************************************


{SMT_MISSION_BUILD_ARMY_TITLE}						Envoyer des renforts dans la région
{SMT_MISSION_BUILD_ARMY_PROPOSAL}					Le sénat estime que cette région est en sous-effectif ce qui la rend vulnérable. Ils demandent que vous y augmentiez vos forces d’au moins 4 unités en 18 mois.
{SMT_MISSION_BUILD_ARMY_EXPIRY}						La perte de cette région coûte cher à Rome. Si vous aviez agi plus rapidement, cela ne serait peut-être pas arrivé.
{SMT_MISSION_BUILD_ARMY_FAILURE}					Le sénat estime qu’en ne tenant pas compte de ses conseils, vous allez au-devant de dangers. Si vous perdez cette région à cause de votre négligence, vous en subirez les conséquences.
{SMT_MISSION_BUILD_ARMY_SUCCESS}					Le sénat constate que vous avez suivi ses conseils et que vous avez envoyé des renforts dans la région. En espérant que cela repoussera la menace qui plane au-dessus d’elle.
{SMT_MISSION_ASSIST_FACTION_TITLE}					Envoyer des renforts aux alliés
{SMT_MISSION_ASSIST_FACTION_PROPOSAL}					Le sénat vous demande d’envoyer dans cette région une armée d’au moins 4 unités et d’en transférer le commandement aux forces alliées présentes.
{SMT_MISSION_ASSIST_FACTION_EXPIRY}					La perte de cette région coûte cher à Rome. Si vous aviez agi plus rapidement, cela ne serait peut-être pas arrivé.
{SMT_MISSION_ASSIST_FACTION_FAILURE}					Le sénat estime qu’en ne tenant pas compte de ses conseils, vous allez au-devant de dangers. Si vous perdez cette région à cause de votre négligence, vous en subirez les conséquences.
